accession,uniprot_entry_name,gene_symbol,protein_name,ensembl_gene_id,primary_topology_class,simplified_topology_bucket,antibody_accessibility_tier,final_accessible_in_vivo,final_accessibility_bucket,final_accessibility_confidence,surfy_surfaceome_support,surfy_tm_domains,surfy_topology,surfy_uniprot_subcellular,surfy_uniprot_keywords,hpa_predicted_secreted_support,uhlen_secretome_support,supporting_evidence_sources,has_nonisoform_surface_annotation,has_nonisoform_secreted_annotation,has_isoform_specific_surface_annotation,has_isoform_specific_secreted_annotation,has_peripheral_membrane_annotation,surface_topology_values,nonisoform_surface_locations,nonisoform_secreted_locations,relevant_keywords,classification_evidence,classification_notes,explored_as_therapeutic,total_asset_count,active_program_asset_count,discontinued_asset_count,approved_asset_count,phase3_asset_count,phase2_asset_count,phase1_asset_count,unknown_asset_count
Q9BY76,ANGL4_HUMAN,ANGPTL4,Angiopoietin-related protein 4 (Angiopoietin-like protein 4) (Hepatic fibrinogen/angiopoietin-related protein) (HFARP) [Cleaved into: ANGPTL4 N-terminal chain; ANGPTL4 C-terminal chain],,secreted_soluble,Secreted,high_confidence,1,secreted_soluble,high,0,,,,,1,1,UniProt|HPA_secretome|Uhlen_secretome,0,1,0,0,0,,,Secreted,Secreted,secreted: Secreted pmids=10698685|14583458|17068295|19270337|21398697|29899519 || external_secreted: HPA predicted secreted protein || external_secreted: Uhlen/HPA secretome table,,0,0,0,0,0,0,0,0,0
Q86XS5,ANGL5_HUMAN,ANGPTL5,Angiopoietin-related protein 5 (Angiopoietin-like protein 5),,secreted_soluble,Secreted,high_confidence,1,secreted_soluble,high,0,,,,,1,1,UniProt|HPA_secretome|Uhlen_secretome,0,1,0,0,0,,,Secreted,Secreted,secreted: Secreted || external_secreted: HPA predicted secreted protein || external_secreted: Uhlen/HPA secretome table,,0,0,0,0,0,0,0,0,0
Q8NI99,ANGL6_HUMAN,ANGPTL6,Angiopoietin-related protein 6 (Angiopoietin-like protein 6) (Angiopoietin-related growth factor) (Angiopoietin-related protein 5),,secreted_soluble,Secreted,high_confidence,1,secreted_soluble,high,0,,,,,1,1,UniProt|HPA_secretome|Uhlen_secretome,0,1,0,0,0,,,Secreted,Secreted,secreted: Secreted || external_secreted: HPA predicted secreted protein || external_secreted: Uhlen/HPA secretome table,,0,0,0,0,0,0,0,0,0
O43827,ANGL7_HUMAN,ANGPTL7,Angiopoietin-related protein 7 (Angiopoietin-like factor) (Angiopoietin-like protein 7) (Cornea-derived transcript 6 protein),,secreted_soluble,Secreted,high_confidence,1,secreted_soluble,high,0,,,,,1,1,UniProt|HPA_secretome|Uhlen_secretome,0,1,0,0,0,,,Secreted,Secreted,secreted: Secreted pmids=11682471 || external_secreted: HPA predicted secreted protein || external_secreted: Uhlen/HPA secretome table,,0,0,0,0,0,0,0,0,0
Q6UXH0,ANGL8_HUMAN,ANGPTL8,Angiopoietin-like protein 8 (Betatrophin) (Lipasin) (Refeeding-induced fat and liver protein),,secreted_soluble,Secreted,high_confidence,1,secreted_soluble,high,0,,,,,1,1,UniProt|HPA_secretome|Uhlen_secretome,0,1,0,0,0,,,Secreted,Secreted,secreted: Secreted pmids=23150577 || external_secreted: HPA predicted secreted protein || external_secreted: Uhlen/HPA secretome table,,0,0,0,0,0,0,0,0,0
Q9HCJ1,ANKH_HUMAN,ANKH,Mineralization regulator ANKH (ATP carrier protein ANKH) (Progressive ankylosis protein homolog) (ANK),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,8,CY:1-85;TM:86-107;NC:108-130;TM:131-152;CY:153-158;TM:159-180;NC:181-190;TM:191-213;CY:214-326;TM:327-346;NC:347-351;TM:352-377;CY:378-397;TM:398-421;NC:422-432;TM:433-452;CY:453-492,Membrane (Multi-pass membrane protein),Alternative splicing;Complete proteome;Deafness;Disease mutation;Membrane;Phosphate transport;Reference proteome;Transmembrane;Transmembrane helix;Transport,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein] pmids=20943778 || external_surface: SURFY positive surfaceome member tm_domains=8 topology=CY:1-85;TM:86-107;NC:108-130;TM:131-152;CY:153-158;TM:159-180;NC:181-190;TM:191-213;CY:214-326;TM:327-346;NC:347-351;TM:352-377;CY:378-397;TM:398-421;NC:422-432;TM:433-452;CY:453-492,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
Q5XXA6,ANO1_HUMAN,ANO1,Anoctamin-1 (Discovered on gastrointestinal stromal tumors protein 1) (Oral cancer overexpressed protein 2) (Transmembrane protein 16A) (Tumor-amplified and overexpressed sequence 2),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,8,CY:1-329;TM:330-355;NC:356-407;TM:408-427;CY:428-515;TM:516-542;NC:543-561;TM:562-586;CY:587-605;TM:606-627;NC:628-732;TM:733-755;CY:756-795;TM:796-816;NC:817-882;TM:883-903;CY:904-986,Cell membrane (Multi-pass membrane protein);Cytoplasm,Alternative splicing;Calcium;Cell membrane;Chloride;Chloride channel;Complete proteome;Cytoplasm;Developmental protein;Glycoprotein;Ion channel;Ion transport;Membrane;Polymorphism;Reference proteome;Transmembrane;Transmembrane helix;Transport,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Apical cell membrane|Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Apical cell membrane [Multi-pass membrane protein] pmids=15215166|20056604|22178883|22946059|28559167|31732694|32487539; Cell membrane [Multi-pass membrane protein] pmids=15215166|20056604|22178883|22946059|28559167|31732694|32487539 || external_surface: SURFY positive surfaceome member tm_domains=8 topology=CY:1-329;TM:330-355;NC:356-407;TM:408-427;CY:428-515;TM:516-542;NC:543-561;TM:562-586;CY:587-605;TM:606-627;NC:628-732;TM:733-755;CY:756-795;TM:796-816;NC:817-882;TM:883-903;CY:904-986,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
Q9NW15,ANO10_HUMAN,ANO10,Anoctamin-10 (Transmembrane protein 16K),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,0,,,,,0,0,UniProt,1,0,0,0,0,Multi-pass membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein] pmids=20056604|22075693|22946059,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
Q9NQ90,ANO2_HUMAN,ANO2,Anoctamin-2 (Transmembrane protein 16B),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,8,CY:1-361;TM:362-387;NC:388-439;TM:440-457;CY:458-534;TM:535-560;NC:561-579;TM:580-603;CY:604-622;TM:623-644;NC:645-749;TM:750-773;CY:774-799;TM:800-824;NC:825-904;TM:905-927;CY:928-1003,Cell membrane (Multi-pass membrane protein),Alternative splicing;Calcium;Cell membrane;Chloride;Chloride channel;Complete proteome;Glycoprotein;Ion channel;Ion transport;Membrane;Polymorphism;Reference proteome;Transmembrane;Transmembrane helix;Transport,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein] pmids=20056604 || external_surface: SURFY positive surfaceome member tm_domains=8 topology=CY:1-361;TM:362-387;NC:388-439;TM:440-457;CY:458-534;TM:535-560;NC:561-579;TM:580-603;CY:604-622;TM:623-644;NC:645-749;TM:750-773;CY:774-799;TM:800-824;NC:825-904;TM:905-927;CY:928-1003,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
Q9BYT9,ANO3_HUMAN,ANO3,Anoctamin-3 (Transmembrane protein 16C),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,8,CY:1-398;TM:399-422;NC:423-470;TM:471-490;CY:491-546;TM:547-571;NC:572-590;TM:591-613;CY:614-640;TM:641-663;NC:664-758;TM:759-782;CY:783-808;TM:809-833;NC:834-910;TM:911-935;CY:936-981,Cell membrane (Multi-pass membrane protein),Alternative splicing;Cell membrane;Complete proteome;Disease mutation;Dystonia;Glycoprotein;Lipid transport;Membrane;Polymorphism;Reference proteome;Transmembrane;Transmembrane helix;Transport,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein] || external_surface: SURFY positive surfaceome member tm_domains=8 topology=CY:1-398;TM:399-422;NC:423-470;TM:471-490;CY:491-546;TM:547-571;NC:572-590;TM:591-613;CY:614-640;TM:641-663;NC:664-758;TM:759-782;CY:783-808;TM:809-833;NC:834-910;TM:911-935;CY:936-981,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
Q32M45,ANO4_HUMAN,ANO4,Anoctamin-4 (Transmembrane protein 16D),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,0,,,,,0,0,UniProt,1,0,0,0,0,Multi-pass membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein] pmids=22946059,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
Q75V66,ANO5_HUMAN,ANO5,Anoctamin-5 (Gnathodiaphyseal dysplasia 1 protein) (Transmembrane protein 16E),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,8,CY:1-300;TM:301-324;NC:325-382;TM:383-401;CY:402-457;TM:458-485;NC:486-511;TM:512-533;CY:534-555;TM:556-578;NC:579-678;TM:679-701;CY:702-732;TM:733-753;NC:754-830;TM:831-854;CY:855-913,Cell membrane;Endoplasmic reticulum membrane (Multi-pass membrane protein),Cell membrane;Complete proteome;Disease mutation;Endoplasmic reticulum;Glycoprotein;Limb-girdle muscular dystrophy;Membrane;Osteogenesis imperfecta;Polymorphism;Reference proteome;Transmembrane;Transmembrane helix,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein] pmids=15124103|20056604|22075693|22946059 || external_surface: SURFY positive surfaceome member tm_domains=8 topology=CY:1-300;TM:301-324;NC:325-382;TM:383-401;CY:402-457;TM:458-485;NC:486-511;TM:512-533;CY:534-555;TM:556-578;NC:579-678;TM:679-701;CY:702-732;TM:733-753;NC:754-830;TM:831-854;CY:855-913,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
Q4KMQ2,ANO6_HUMAN,ANO6,Anoctamin-6 (Small-conductance calcium-activated nonselective cation channel) (SCAN channel) (Transmembrane protein 16F),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,8,CY:1-295;TM:296-318;NC:319-375;TM:376-395;CY:396-452;TM:453-477;NC:478-509;TM:510-530;CY:531-553;TM:554-572;NC:573-669;TM:670-693;CY:694-726;TM:727-747;NC:748-824;TM:825-846;CY:847-910,Cell membrane (Multi-pass membrane protein),Alternative splicing;Cell membrane;Chloride;Chloride channel;Complete proteome;Glycoprotein;Ion channel;Ion transport;Lipid transport;Membrane;Polymorphism;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein] pmids=20056604|21107324|22075693|22946059 || external_surface: SURFY positive surfaceome member tm_domains=8 topology=CY:1-295;TM:296-318;NC:319-375;TM:376-395;CY:396-452;TM:453-477;NC:478-509;TM:510-530;CY:531-553;TM:554-572;NC:573-669;TM:670-693;CY:694-726;TM:727-747;NC:748-824;TM:825-846;CY:847-910,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
Q6IWH7,ANO7_HUMAN,ANO7,Anoctamin-7 (Dresden transmembrane protein of the prostate) (D-TMPP) (IPCA-5) (New gene expressed in prostate) (Prostate cancer-associated protein 5) (Transmembrane protein 16G),,surface_isoform_only,Multipass,needs_review,1,surface_isoform_only_accessible,isoform_specific,1,8,CY:1-353;TM:354-376;NC:377-422;TM:423-441;CY:442-497;TM:498-524;NC:525-547;TM:548-570;CY:571-587;TM:588-609;NC:610-712;TM:713-737;CY:738-761;TM:762-786;NC:787-842;TM:843-864;CY:865-933,"Cell junction;Cell membrane (Multi-pass membrane protein);Endoplasmic reticulum;Cytoplasm, cytosol",Alternative splicing;Cell junction;Cell membrane;Complete proteome;Cytoplasm;Endoplasmic reticulum;Glycoprotein;Lipid transport;Membrane;Polymorphism;Reference proteome;Transmembrane;Transmembrane helix;Transport,0,0,UniProt|SURFY,0,0,1,0,0,,,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,isoform_surface: Cell membrane [Multi-pass membrane protein] pmids=14981236|17308099|20056604|22075693|22946059 isoform=Isoform 1 || external_surface: SURFY positive surfaceome member tm_domains=8 topology=CY:1-353;TM:354-376;NC:377-422;TM:423-441;CY:442-497;TM:498-524;NC:525-547;TM:548-570;CY:571-587;TM:588-609;NC:610-712;TM:713-737;CY:738-761;TM:762-786;NC:787-842;TM:843-864;CY:865-933,surface annotation is isoform-specific,0,0,0,0,0,0,0,0,0
Q9HCE9,ANO8_HUMAN,ANO8,Anoctamin-8 (Transmembrane protein 16H),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,0,,,,,0,0,UniProt,1,0,0,0,0,Multi-pass membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein] pmids=20056604|22946059,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
A1A5B4,ANO9_HUMAN,ANO9,Anoctamin-9 (Transmembrane protein 16J) (Tumor protein p53-inducible protein 5) (p53-induced gene 5 protein),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,8,CY:1-195;TM:196-217;NC:218-266;TM:267-285;CY:286-330;TM:331-354;NC:355-373;TM:374-394;CY:395-421;TM:422-444;NC:445-547;TM:548-571;CY:572-599;TM:600-621;NC:622-698;TM:699-724;CY:725-782,Cell membrane (Multi-pass membrane protein),Alternative splicing;Cell membrane;Complete proteome;Glycoprotein;Lipid transport;Membrane;Polymorphism;Reference proteome;Transmembrane;Transmembrane helix;Transport,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein] pmids=20056604|22946059|29604966|36520003 || external_surface: SURFY positive surfaceome member tm_domains=8 topology=CY:1-195;TM:196-217;NC:218-266;TM:267-285;CY:286-330;TM:331-354;NC:355-373;TM:374-394;CY:395-421;TM:422-444;NC:445-547;TM:548-571;CY:572-599;TM:600-621;NC:622-698;TM:699-724;CY:725-782,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
P23352,KALM_HUMAN,ANOS1,Anosmin-1 (Adhesion molecule-like X-linked) (Kallmann syndrome protein),,secreted_and_peripheral_membrane,Secreted,high_confidence,1,secreted_and_peripheral_accessible,medium,0,,,,,1,1,UniProt|HPA_secretome|Uhlen_secretome,1,1,0,0,1,Peripheral membrane protein,Cell membrane,Secreted,Cell membrane|Membrane|Secreted,surface: Cell membrane [Peripheral membrane protein] pmids=8842728 || secreted: Secreted [Peripheral membrane protein] pmids=8842728 || external_secreted: HPA predicted secreted protein || external_secreted: Uhlen/HPA secretome table,secreted evidence overrides exclusion for proteins with a peripheral membrane-associated fraction,0,0,0,0,0,0,0,0,0
P15144,AMPN_HUMAN,ANPEP,Aminopeptidase N (AP-N) (hAPN) (EC 3.4.11.2) (Alanyl aminopeptidase) (Aminopeptidase M) (AP-M) (Microsomal aminopeptidase) (Myeloid plasma membrane glycoprotein CD13) (gp150) (CD antigen CD13),,single_pass_surface,Single-pass,high_confidence,1,single_pass_surface,high,1,1,CY:1-11;TM:12-33;NC:34-967,"Cell membrane (Single-pass type II membrane protein);Cytoplasm, cytosol",3D-structure;Aminopeptidase;Angiogenesis;Cell membrane;Complete proteome;Cytoplasm;Developmental protein;Differentiation;Direct protein sequencing;Disulfide bond;Glycoprotein;Host cell receptor for virus entry;Host-virus interaction;Hydrolase;Membrane;Metal-binding;Metalloprotease;Polymorphism;Protease;Receptor;Reference proteome;Signal-anchor;Sulfation;Transmembrane;Transmembrane helix;Zinc,0,0,UniProt|SURFY,1,0,0,0,0,Single-pass type II membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Single-pass type II membrane protein] pmids=1350662|2564851|7902291|9056417 || external_surface: SURFY positive surfaceome member tm_domains=1 topology=CY:1-11;TM:12-33;NC:34-967,,0,0,0,0,0,0,0,0,0
Q9H6X2,ANTR1_HUMAN,ANTXR1,Anthrax toxin receptor 1 (Tumor endothelial marker 8),,single_pass_surface,Single-pass,high_confidence,1,single_pass_surface,high,1,1,SP:1-27;NC:28-321;TM:322-343;CY:344-564,"Cell membrane (Single-pass type I membrane protein);Cell projection, filopodium membrane (Single-pass type I membrane protein);Cell projection, lamellipodium membrane (Single-pass type I membrane protein)",3D-structure;Alternative splicing;Cell membrane;Cell projection;Complete proteome;Disulfide bond;Glycoprotein;Hypotrichosis;Membrane;Metal-binding;Phosphoprotein;Polymorphism;Receptor;Reference proteome;Signal;Transmembrane;Transmembrane helix,0,0,UniProt|SURFY,1,0,0,0,0,Single-pass type I membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Single-pass type I membrane protein] pmids=16762926|30241478 || external_surface: SURFY positive surfaceome member tm_domains=1 topology=SP:1-27;NC:28-321;TM:322-343;CY:344-564,,0,0,0,0,0,0,0,0,0
P58335,ANTR2_HUMAN,ANTXR2,Anthrax toxin receptor 2 (Capillary morphogenesis gene 2 protein) (CMG-2),,surface_isoform_only,Single-pass,needs_review,1,surface_isoform_only_accessible,isoform_specific,1,1,SP:1-33;NC:34-317;TM:318-341;CY:342-489,Cell membrane (Single-pass type I membrane protein);Endoplasmic reticulum membrane (Single-pass type I membrane protein);Secreted,3D-structure;Alternative splicing;Cell membrane;Complete proteome;Disease mutation;Disulfide bond;Endoplasmic reticulum;Glycoprotein;Membrane;Metal-binding;Phosphoprotein;Polymorphism;Receptor;Reference proteome;Secreted;Signal;Transmembrane;Transmembrane helix,0,0,UniProt|SURFY,0,0,1,1,0,,,,Cell membrane|Membrane|Secreted|Transmembrane|Transmembrane helix,isoform_surface: Cell membrane [Single-pass type I membrane protein] pmids=12700348 isoform=Isoform 1 || isoform_secreted: Secreted [Single-pass membrane protein] isoform=Isoform 3 || external_surface: SURFY positive surfaceome member tm_domains=1 topology=SP:1-33;NC:34-317;TM:318-341;CY:342-489,secreted annotation is isoform-specific | surface annotation is isoform-specific,0,0,0,0,0,0,0,0,0
A6NF34,ANTRL_HUMAN,ANTXRL,Anthrax toxin receptor-like,,single_pass_surface,Single-pass,high_confidence,1,single_pass_surface,high,1,1,SP:1-27;NC:28-353;TM:354-374;CY:375-631,Membrane (Single-pass type I membrane protein),Complete proteome;Membrane;Metal-binding;Polymorphism;Reference proteome;Signal;Transmembrane;Transmembrane helix,0,0,UniProt|SURFY,1,0,0,0,0,Single-pass type I membrane protein,Cell membrane,,Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Single-pass type I membrane protein] || external_surface: SURFY positive surfaceome member tm_domains=1 topology=SP:1-27;NC:28-353;TM:354-374;CY:375-631,,0,0,0,0,0,0,0,0,0
P04083,ANXA1_HUMAN,ANXA1,Annexin A1 (Annexin I) (Annexin-1) (Calpactin II) (Calpactin-2) (Chromobindin-9) (Lipocortin I) (Phospholipase A2 inhibitory protein) (p35) [Cleaved into: Annexin Ac2-26],,secreted_and_peripheral_membrane,Secreted,high_confidence,1,secreted_and_peripheral_accessible,medium,0,,,,,1,1,UniProt|HPA_secretome|Uhlen_secretome,1,1,0,0,1,Peripheral membrane protein,Apical cell membrane|Basolateral cell membrane|Cell membrane|Lateral cell membrane,Secreted,Cell membrane|Membrane|Secreted,surface: Basolateral cell membrane [Peripheral membrane protein] pmids=10772777|17008549|19625660|2532504|25664854|32272059|8557678; Apical cell membrane [Peripheral membrane protein] pmids=10772777|17008549|19625660|2532504|25664854|32272059|8557678; Lateral cell membrane [Peripheral membrane protein] pmids=10772777|17008549|19625660|2532504|25664854|32272059|8557678; Cell membrane [Peripheral membrane protein] pmids=10772777|17008549|19625660|2532504|25664854|32272059|8557678 || secreted: Secreted [Peripheral membrane protein] pmids=10772777|17008549|19625660|2532504|25664854|32272059|8557678 || external_secreted: HPA predicted secreted protein || external_secreted: Uhlen/HPA secretome table,secreted evidence overrides exclusion for proteins with a peripheral membrane-associated fraction,0,0,0,0,0,0,0,0,0
P07355,ANXA2_HUMAN,ANXA2,Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36),,secreted_soluble,Secreted,high_confidence,1,secreted_soluble,high,0,,,,,1,1,UniProt|HPA_secretome|Uhlen_secretome,0,1,0,0,0,,,Secreted,Basement membrane|Secreted,secreted: Secreted pmids=17081065 || external_secreted: HPA predicted secreted protein || external_secreted: Uhlen/HPA secretome table,,0,0,0,0,0,0,0,0,0
A6NMY6,AXA2L_HUMAN,ANXA2P2,Putative annexin A2-like protein (Annexin A2 pseudogene 2) (Lipocortin II pseudogene),,secreted_soluble,Secreted,high_confidence,1,secreted_soluble,high,0,,,,,0,0,UniProt,0,1,0,0,0,,,Secreted,Basement membrane|Secreted,secreted: Secreted,,0,0,0,0,0,0,0,0,0
